country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Qatar,4e3,6e3,7e3,11e3,16e3,22e3,27e3,4e4,52e3,51e3,57e3,6e4,87e3,88e3,97e3,92e3,92e3,94e3,99e3,104e3,107e3
Reunion,42e3,56e3,57e3,65e3,76e3,62e3,58e3,63e3,64e3,66e3,68e3,74e3,75e3,73e3,73e3,72e3,71e3,7e4,68e3,67e3,66e3
Romania,1626e3,1859e3,1811e3,144e4,204e4,1928e3,2006e3,1723e3,1805e3,123e4,1137e3,107e4,1052e3,999e3,938e3,863e3,809e3,788e3,783e3,772e3,749e3
Russia,10041e3,12637e3,13462e3,12125e3,9363e3,10102e3,10676e3,11691e3,11536e3,8051e3,6465e3,6998e3,7584e3,7764e3,7278e3,6477e3,5906e3,5904e3,6213e3,6368e3,6232e3
Rwanda,414e3,479e3,573e3,642e3,761e3,89e4,1004e3,1321e3,144e4,905e3,1315e3,1513e3,1743e3,1964e3,2015e3,1988e3,1996e3,2074e3,2173e3,2217e3,2187e3
Saint Lucia,12e3,13e3,16e3,18e3,19e3,17e3,17e3,17e3,18e3,18e3,16e3,14e3,15e3,15e3,15e3,14e3,14e3,13e3,13e3,13e3,12e3
Saint Vincent and the Grenadines,14e3,15e3,16e3,17e3,17e3,16e3,15e3,14e3,13e3,12e3,11e3,1e4,9e3,9e3,8e3,8e3,8e3,7e3,7e3,7e3,7e3
Samoa,15e3,19e3,22e3,25e3,25e3,24e3,23e3,25e3,23e3,24e3,26e3,25e3,2e4,19e3,19e3,2e4,21e3,19e3,16e3,14e3,13e3
Sao Tome and Principe,1e4,1e4,1e4,12e3,14e3,16e3,19e3,19e3,19e3,2e4,22e3,23e3,23e3,23e3,24e3,24e3,25e3,24e3,24e3,23e3,23e3
Saudi Arabia,551e3,628e3,724e3,878e3,1053e3,1311e3,1819e3,2175e3,2663e3,2773e3,2766e3,2844e3,2874e3,298e4,3039e3,3027e3,2952e3,2837e3,2742e3,2782e3,2809e3
Senegal,408e3,441e3,545e3,646e3,787e3,936e3,1085e3,1228e3,1388e3,157e4,1724e3,1897e3,2134e3,2233e3,2257e3,2272e3,2311e3,2368e3,2404e3,2392e3,2346e3
Serbia,747e3,804e3,714e3,718e3,683e3,734e3,746e3,761e3,722e3,682e3,606e3,592e3,565e3,555e3,542e3,523e3,508e3,503e3,497e3,485e3,472e3
Sierra Leone,311e3,308e3,341e3,381e3,425e3,479e3,546e3,605e3,671e3,642e3,701e3,879e3,98e4,1055e3,1102e3,1153e3,1199e3,1242e3,1275e3,1299e3,1316e3
Singapore,165e3,236e3,302e3,283e3,235e3,225e3,194e3,216e3,229e3,299e3,275e3,214e3,197e3,198e3,217e3,236e3,236e3,214e3,191e3,185e3,195e3
Slovak Republic,381e3,486e3,476e3,428e3,38e4,45e4,481e3,456e3,409e3,359e3,288e3,259e3,273e3,279e3,267e3,245e3,225e3,215e3,217e3,221e3,22e4
Slovenia,149e3,153e3,138e3,139e3,134e3,141e3,146e3,134e3,12e4,98e3,91e3,89e3,97e3,101e3,97e3,9e4,86e3,85e3,89e3,93e3,95e3
Solomon Islands,14e3,18e3,22e3,25e3,27e3,4e4,44e3,49e3,53e3,6e4,65e3,7e4,74e3,76e3,77e3,79e3,8e4,81e3,81e3,79e3,78e3
Somalia,389e3,472e3,526e3,59e4,678e3,781e3,1228e3,108e4,1175e3,1147e3,134e4,153e4,1667e3,1854e3,2026e3,2218e3,2397e3,2526e3,2598e3,2643e3,2688e3
South Africa,2088e3,2496e3,2841e3,318e4,3652e3,4142e3,4504e3,4896e3,5095e3,5059e3,5075e3,5239e3,5156e3,5112e3,4929e3,4788e3,4676e3,4567e3,4435e3,4261e3,4133e3
Spain,2742e3,2779e3,3016e3,3074e3,3209e3,329e4,312e4,2504e3,2059e3,1909e3,1861e3,2187e3,2465e3,2554e3,2427e3,2243e3,2189e3,229e4,2454e3,2524e3,2489e3
Sri Lanka,1289e3,1403e3,1621e3,1678e3,1776e3,18e5,1913e3,1911e3,1764e3,1739e3,1584e3,1747e3,1781e3,1723e3,159e4,1451e3,1387e3,1377e3,1349e3,1294e3,1208e3
Sudan,1654e3,1827e3,2085e3,2365e3,272e4,318e4,3694e3,4246e3,463e4,514e4,559e4,5717e3,5919e3,6056e3,6201e3,6313e3,6369e3,6347e3,6278e3,6192e3,6097e3
Suriname,37e3,47e3,59e3,64e3,64e3,56e3,46e3,5e4,47e3,46e3,5e4,52e3,48e3,47e3,46e3,45e3,44e3,42e3,39e3,37e3,36e3
Swaziland,49e3,55e3,63e3,73e3,85e3,101e3,118e3,139e3,167e3,166e3,159e3,158e3,161e3,168e3,172e3,17e4,166e3,164e3,164e3,163e3,159e3
Sweden,606e3,536e3,504e3,555e3,581e3,551e3,487e3,427e3,553e3,594e3,459e3,491e3,543e3,545e3,563e3,568e3,553e3,543e3,555e3,573e3,584e3
Switzerland,42e4,415e3,444e3,515e3,502e3,424e3,356e3,368e3,39e4,421e3,393e3,364e3,367e3,369e3,386e3,402e3,409e3,411e3,417e3,432e3,453e3
Syria,582e3,753e3,88e4,1037e3,123e4,1472e3,1791e3,2152e3,2274e3,2197e3,2271e3,2587e3,2913e3,2927e3,275e4,2602e3,2535e3,2531e3,2494e3,2469e3,2403e3
Tajikistan,172e3,28e4,394e3,498e3,501e3,585e3,632e3,769e3,934e3,918e3,883e3,86e4,888e3,952e3,967e3,93e4,867e3,816e3,785e3,765e3,761e3
Tanzania,1461e3,1619e3,1899e3,2212e3,2583e3,3025e3,3532e3,4045e3,4637e3,5289e3,5931e3,6894e3,8012e3,8975e3,9529e3,10002e3,10482e3,10959e3,11346e3,11576e3,11673e3
Thailand,3388e3,4232e3,4973e3,5759e3,6268e3,6315e3,6137e3,5845e3,5411e3,5379e3,4966e3,4842e3,485e4,4815e3,4681e3,4551e3,4438e3,4354e3,4298e3,4239e3,4161e3
Timor-Leste,71e3,76e3,83e3,92e3,99e3,111e3,78e3,117e3,119e3,145e3,163e3,166e3,201e3,238e3,274e3,295e3,302e3,307e3,32e4,338e3,352e3
Togo,224e3,247e3,272e3,305e3,391e3,461e3,53e4,622e3,698e3,748e3,842e3,914e3,97e4,1029e3,1058e3,1078e3,1095e3,1108e3,1114e3,111e4,1097e3
Tonga,9e3,11e3,13e3,16e3,17e3,15e3,15e3,14e3,13e3,13e3,13e3,14e3,14e3,12e3,11e3,11e3,12e3,12e3,11e3,1e4,9e3
Trinidad and Tobago,106e3,119e3,14e4,146e3,126e3,124e3,128e3,154e3,141e3,109e3,93e3,91e3,95e3,97e3,92e3,85e3,79e3,76e3,75e3,74e3,71e3
Tunisia,576e3,637e3,765e3,858e3,874e3,907e3,1003e3,1086e3,1105e3,968e3,819e3,766e3,797e3,834e3,83e4,809e3,749e3,706e3,699e3,707e3,707e3
Turkey,3425e3,415e4,4735e3,508e4,5672e3,6355e3,6783e3,7065e3,6634e3,6885e3,6927e3,6549e3,6569e3,6474e3,6329e3,6148e3,5975e3,5888e3,5807e3,5715e3,5596e3
Turkmenistan,142e3,207e3,286e3,351e3,354e3,399e3,437e3,497e3,579e3,591e3,493e3,513e3,52e4,526e3,509e3,47e4,437e3,432e3,435e3,432e3,419e3
Uganda,945e3,1129e3,1293e3,1533e3,1828e3,2129e3,2463e3,2895e3,3504e3,4202e3,4848e3,5634e3,6551e3,7407e3,8163e3,8739e3,916e4,949e4,9735e3,9863e3,9838e3
Ukraine,2988e3,3803e3,4178e3,4087e3,3467e3,3697e3,3628e3,3765e3,3665e3,2856e3,2108e3,1983e3,2248e3,2381e3,2284e3,2035e3,182e4,1756e3,1839e3,1916e3,1871e3
United Arab Emirates,12e3,14e3,16e3,22e3,33e3,64e3,135e3,18e4,237e3,245e3,255e3,299e3,309e3,324e3,312e3,308e3,324e3,35e4,369e3,378e3,38e4
United Kingdom,4347e3,3854e3,4142e3,4741e3,4629e3,3929e3,3409e3,3605e3,3824e3,378e4,3544e3,3446e3,3708e3,3755e3,3851e3,3898e3,3853e3,3807e3,3854e3,3947e3,4024e3
United States,17237e3,19271e3,20867e3,20041e3,17759e3,16504e3,1667e4,18108e3,1959e4,20575e3,20231e3,20924e3,21965e3,21956e3,21958e3,21828e3,21756e3,22029e3,22424e3,22719e3,22812e3
Uruguay,22e4,231e3,256e3,272e3,266e3,276e3,277e3,263e3,271e3,281e3,271e3,255e3,247e3,24e4,234e3,227e3,22e4,216e3,21e4,205e3,199e3
Uzbekistan,662e3,108e4,1567e3,1894e3,1916e3,2192e3,2415e3,2856e3,327e4,3306e3,2859e3,2605e3,2601e3,2744e3,2775e3,2655e3,2446e3,2258e3,2211e3,2241e3,223e4
Vanuatu,9e3,1e4,12e3,14e3,15e3,17e3,2e4,22e3,25e3,28e3,29e3,31e3,34e3,36e3,37e3,37e3,38e3,39e3,39e3,39e3,38e3
Venezuela,935e3,1161e3,1395e3,1716e3,1848e3,1959e3,2295e3,2506e3,2726e3,2747e3,2782e3,2863e3,2934e3,2948e3,2915e3,2863e3,2808e3,2747e3,2673e3,2589e3,2562e3
Vietnam,3389e3,4897e3,5927e3,6878e3,732e4,766e4,8314e3,901e4,9725e3,9349e3,7813e3,7547e3,7185e3,7174e3,7117e3,7044e3,6742e3,6474e3,6324e3,6257e3,6182e3
Virgin Islands (U.S.),4e3,5e3,5e3,9e3,9e3,16e3,11e3,14e3,9e3,11e3,8e3,8e3,7e3,7e3,6e3,6e3,5e3,5e3,4e3,4e3,3e3
West Bank and Gaza,187e3,182e3,191e3,225e3,203e3,239e3,273e3,32e4,396e3,477e3,589e3,661e3,718e3,765e3,808e3,848e3,882e3,902e3,911e3,913e3,912e3
Western Sahara,2e3,3e3,5e3,9e3,13e3,13e3,23e3,31e3,34e3,36e3,39e3,48e3,55e3,62e3,67e3,65e3,61e3,58e3,58e3,59e3,6e4
"Yemen, Rep.",755e3,884e3,987e3,1109e3,127e4,1474e3,1768e3,2197e3,2625e3,3042e3,3278e3,3479e3,3918e3,4272e3,4525e3,4629e3,4657e3,4685e3,471e4,4679e3,4554e3
Zambia,434e3,475e3,56e4,671e3,804e3,949e3,111e4,124e4,1421e3,1618e3,1902e3,2141e3,2369e3,2547e3,2694e3,2797e3,2872e3,2947e3,3015e3,306e4,3073e3
Zimbabwe,442e3,615e3,726e3,866e3,1015e3,1215e3,145e4,1674e3,1782e3,183e4,1765e3,1703e3,1731e3,1845e3,1959e3,1934e3,1857e3,1813e3,1818e3,1831e3,1803e3
