country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Burkina Faso,1239e3,1287e3,1354e3,1429e3,1514e3,1616e3,1757e3,1959e3,2315e3,2748e3,3241e3,3944e3,4594e3,5324e3,6145e3,712e4,8563e3,10041e3,11459e3,12731e3,13587e3
Burundi,716e3,742e3,782e3,832e3,897e3,929e3,1115e3,1419e3,1659e3,1672e3,163e4,2114e3,2807e3,3227e3,3509e3,3647e3,3785e3,4043e3,4345e3,4586e3,4686e3
Cambodia,1252e3,1394e3,1556e3,1743e3,1948e3,202e4,2003e3,2351e3,2794e3,3174e3,3407e3,4154e3,4951e3,5859e3,6587e3,655e4,6502e3,6466e3,667e4,6974e3,7079e3
Cameroon,1294e3,1407e3,1535e3,1681e3,1854e3,2079e3,2365e3,2712e3,3182e3,3743e3,4406e3,5164e3,6018e3,6911e3,7676e3,8475e3,9361e3,10202e3,10978e3,11504e3,11819e3
Canada,4224e3,4602e3,4946e3,5119e3,6057e3,7117e3,8254e3,9177e3,9533e3,939e4,9109e3,8974e3,9235e3,9641e3,9728e3,9596e3,945e4,9332e3,9547e3,992e4,10254e3
Cape Verde,44e3,47e3,52e3,53e3,54e3,56e3,56e3,74e3,91e3,106e3,122e3,14e4,16e4,184e3,198e3,202e3,198e3,193e3,191e3,187e3,185e3
Central African Rep.,383e3,405e3,431e3,465e3,503e3,534e3,595e3,704e3,785e3,922e3,105e4,1163e3,1333e3,1516e3,1708e3,1888e3,204e4,2181e3,2293e3,2384e3,2463e3
Chad,705e3,759e3,819e3,892e3,968e3,1096e3,1211e3,1363e3,1592e3,1852e3,2206e3,2675e3,315e4,3686e3,4294e3,5022e3,5814e3,6667e3,7549e3,8406e3,9208e3
Channel Islands,3e4,3e4,3e4,32e3,33e3,37e3,38e3,44e3,48e3,47e3,46e3,41e3,38e3,37e3,37e3,36e3,33e3,33e3,31e3,29e3,29e3
Chile,1758e3,1905e3,2061e3,2309e3,2591e3,2948e3,3478e3,4051e3,4496e3,4864e3,4927e3,4972e3,5189e3,5435e3,5592e3,551e4,5302e3,5083e3,5008e3,501e4,4966e3
China,162674e3,173283e3,181928e3,191391e3,213317e3,253073e3,288917e3,34138e4,400875e3,432079e3,441252e3,436548e3,433289e3,419353e3,418294e3,403291e3,368071e3,353533e3,348675e3,343659e3,332043e3
Colombia,3355e3,3661e3,4032e3,4488e3,528e4,6435e3,7836e3,9478e3,11008e3,11992e3,13043e3,13905e3,14653e3,15618e3,16239e3,1665e4,16945e3,17007e3,17014e3,16928e3,16676e3
Comoros,48e3,51e3,53e3,55e3,58e3,67e3,82e3,99e3,119e3,141e3,167e3,2e5,226e3,246e3,264e3,279e3,309e3,338e3,36e4,37e4,371e3
"Congo, Dem. Rep.",3333e3,3758e3,4276e3,4872e3,5615e3,6396e3,7301e3,8277e3,9576e3,11451e3,13008e3,15383e3,1836e4,21902e3,25914e3,30308e3,34565e3,3884e4,42994e3,46584e3,49651e3
"Congo, Rep.",233e3,256e3,283e3,314e3,352e3,401e3,465e3,552e3,657e3,768e3,85e4,1009e3,1151e3,1362e3,1546e3,1685e3,181e4,192e4,2031e3,211e4,2165e3
Costa Rica,268e3,292e3,321e3,37e4,438e3,549e3,701e3,885e3,1039e3,1145e3,1274e3,1399e3,1536e3,1663e3,1723e3,1721e3,1658e3,1626e3,1602e3,1587e3,1587e3
Cote d'Ivoire,722e3,855e3,1016e3,1243e3,1495e3,1837e3,2278e3,2801e3,3378e3,4126e3,4912e3,5496e3,6326e3,7356e3,8389e3,9511e3,10615e3,11637e3,12539e3,13238e3,13796e3
Croatia,1105e3,1188e3,1297e3,1262e3,126e4,1287e3,1307e3,1357e3,1336e3,1323e3,1238e3,1217e3,1194e3,1157e3,109e4,994e3,929e3,887e3,853e3,846e3,824e3
Cuba,176e4,1891e3,2086e3,224e4,2373e3,2609e3,2794e3,3253e3,3694e3,3958e3,3742e3,3553e3,3233e3,2954e3,2894e3,283e4,2558e3,2346e3,2172e3,2029e3,1925e3
Cyprus,143e3,147e3,153e3,156e3,166e3,188e3,199e3,211e3,208e3,217e3,229e3,244e3,264e3,284e3,285e3,275e3,265e3,257e3,261e3,272e3,28e4
Czech Rep.,258e4,2472e3,2581e3,2555e3,2733e3,2949e3,3092e3,3055e3,2877e3,2896e3,3062e3,3097e3,3201e3,3002e3,2619e3,2408e3,2287e3,2261e3,2353e3,2385e3,2309e3
Denmark,1234e3,1199e3,118e4,1245e3,1372e3,1467e3,1532e3,155e4,1537e3,1555e3,1532e3,1421e3,1332e3,1315e3,1338e3,1392e3,141e4,1365e3,1326e3,131e4,1311e3
Djibouti,17e3,19e3,23e3,33e3,45e3,62e3,95e3,113e3,158e3,181e3,218e3,248e3,284e3,321e3,351e3,377e3,395e3,406e3,422e3,438e3,451e3
Dominican Rep.,641e3,757e3,881e3,1012e3,1158e3,1356e3,1624e3,1943e3,2275e3,2561e3,2782e3,2978e3,3175e3,3381e3,3538e3,366e4,3742e3,3766e3,3772e3,3722e3,3633e3
Ecuador,911e3,1014e3,1155e3,1319e3,1522e3,1834e3,2198e3,2636e3,3133e3,3572e3,3864e3,4059e3,4242e3,4519e3,4806e3,4998e3,5064e3,5037e3,4932e3,4819e3,4713e3
Egypt,6395e3,699e4,7546e3,8073e3,9265e3,10439e3,11889e3,14053e3,15978e3,17906e3,20549e3,23893e3,27932e3,30422e3,32011e3,32929e3,33345e3,35061e3,36254e3,36624e3,36319e3
El Salvador,599e3,662e3,73e4,826e3,945e3,1092e3,1215e3,1306e3,1441e3,1636e3,1713e3,175e4,1829e3,1991e3,2172e3,2246e3,2269e3,2217e3,2151e3,2177e3,2172e3
Equatorial Guinea,66e3,69e3,72e3,76e3,8e4,45e3,41e3,102e3,133e3,15e4,149e3,156e3,181e3,214e3,257e3,292e3,324e3,362e3,403e3,443e3,475e3
Eritrea,306e3,348e3,398e3,457e3,516e3,579e3,629e3,69e4,773e3,748e3,1027e3,1453e3,1763e3,1978e3,2086e3,2315e3,2623e3,295e4,3229e3,3375e3,3424e3
Estonia,304e3,333e3,382e3,405e3,414e3,426e3,432e3,451e3,458e3,399e3,375e3,379e3,395e3,377e3,345e3,309e3,279e3,288e3,306e3,315e3,302e3
Ethiopia,5113e3,5668e3,6335e3,7148e3,8107e3,9085e3,9632e3,11138e3,13005e3,15254e3,17474e3,20125e3,23713e3,28274e3,3319e4,38068e3,42909e3,47272e3,51309e3,54853e3,57339e3
Fiji,8e4,9e4,103e3,123e3,145e3,171e3,196e3,229e3,233e3,244e3,245e3,252e3,262e3,277e3,285e3,287e3,289e3,282e3,269e3,258e3,247e3
Finland,1186e3,1183e3,1219e3,1242e3,1335e3,1486e3,1551e3,1614e3,1519e3,1424e3,1365e3,1324e3,1313e3,1354e3,1336e3,1295e3,1276e3,1249e3,1255e3,1268e3,1264e3
France,11374e3,11571e3,12633e3,12578e3,13556e3,14576e3,15732e3,17119e3,17136e3,17062e3,16503e3,16328e3,15982e3,15487e3,15498e3,15564e3,15664e3,15774e3,15771e3,1548e4,15199e3
French Guiana,8e3,8e3,8e3,11e3,13e3,16e3,22e3,3e4,4e4,45e3,5e4,61e3,67e3,77e3,89e3,101e3,111e3,118e3,124e3,128e3,133e3
French Polynesia,16e3,19e3,21e3,24e3,28e3,36e3,45e3,54e3,63e3,73e3,78e3,82e3,87e3,91e3,96e3,97e3,93e3,94e3,93e3,93e3,91e3
Gabon,14e4,14e4,14e4,14e4,144e3,164e3,192e3,223e3,261e3,302e3,35e4,405e3,466e3,539e3,6e5,646e3,679e3,697e3,718e3,741e3,756e3
Gambia,75e3,83e3,98e3,117e3,132e3,151e3,169e3,195e3,24e4,297e3,365e3,428e3,492e3,57e4,665e3,771e3,881e3,985e3,1075e3,1151e3,1219e3
Georgia,1017e3,1147e3,1379e3,1409e3,1325e3,1357e3,138e4,1589e3,1676e3,1514e3,1372e3,1267e3,1204e3,1182e3,1093e3,1004e3,898e3,814e3,808e3,787e3,73e4
Germany,18084e3,17914e3,2062e4,2159e4,21499e3,22329e3,21907e3,23019e3,25075e3,25242e3,23636e3,21598e3,1988e4,19229e3,18654e3,17592e3,16183e3,15248e3,14614e3,14231e3,14022e3
Ghana,1375e3,1614e3,1889e3,2166e3,2395e3,266e4,291e4,3474e3,4093e3,4914e3,5757e3,663e4,7539e3,8482e3,9362e3,10198e3,1104e4,11885e3,12694e3,13419e3,13976e3
Greece,2321e3,2509e3,2678e3,2626e3,2396e3,2388e3,2569e3,2738e3,2896e3,3184e3,3351e3,3346e3,3155e3,2921e3,2653e3,2467e3,2418e3,2397e3,237e4,2325e3,2254e3
Grenada,16e3,19e3,2e4,19e3,17e3,19e3,21e3,3e4,25e3,28e3,29e3,31e3,36e3,37e3,38e3,35e3,3e4,28e3,27e3,27e3,24e3
Guadeloupe,61e3,66e3,69e3,69e3,75e3,73e3,92e3,108e3,131e3,133e3,135e3,121e3,12e4,117e3,123e3,119e3,115e3,113e3,11e4,104e3,98e3
Guam,27e3,26e3,25e3,25e3,28e3,33e3,36e3,44e3,5e4,5e4,5e4,49e3,5e4,54e3,59e3,63e3,65e3,65e3,64e3,64e3,64e3
Guatemala,871e3,1011e3,1152e3,1288e3,1469e3,1675e3,1846e3,2062e3,2289e3,2576e3,2968e3,3486e3,409e4,4841e3,5612e3,6385e3,7135e3,7759e3,8257e3,858e4,8742e3
Guinea,745e3,787e3,837e3,931e3,1029e3,1096e3,1266e3,1426e3,1659e3,2016e3,2279e3,2549e3,2916e3,3424e3,3981e3,4597e3,5275e3,5978e3,6662e3,7264e3,7742e3
Guinea-Bissau,157e3,16e4,164e3,166e3,171e3,202e3,238e3,26e4,272e3,323e3,368e3,411e3,47e4,512e3,581e3,67e4,77e4,87e4,966e3,106e4,1144e3
Guyana,121e3,129e3,137e3,154e3,162e3,188e3,217e3,235e3,242e3,261e3,265e3,24e4,223e3,213e3,221e3,219e3,213e3,195e3,166e3,145e3,134e3
Haiti,939e3,997e3,1084e3,1182e3,1275e3,141e4,1564e3,1747e3,1968e3,2153e3,2418e3,2812e3,3225e3,3638e3,3974e3,414e4,4287e3,4407e3,4494e3,457e4,4593e3
Honduras,401e3,46e4,533e3,606e3,662e3,77e4,931e3,113e4,1358e3,1561e3,1772e3,2046e3,2382e3,2766e3,3088e3,332e4,3488e3,3585e3,3647e3,3676e3,3639e3
"Hong Kong, China",789e3,902e3,935e3,907e3,1009e3,1237e3,1687e3,2063e3,2172e3,2292e3,2273e3,2113e3,2032e3,2083e3,2064e3,1899e3,1781e3,1671e3,1647e3,1748e3,1792e3
Hungary,2812e3,2804e3,2907e3,2882e3,2915e3,3116e3,3176e3,3064e3,2909e3,2827e3,2907e3,2971e3,2949e3,2807e3,2502e3,2323e3,2195e3,2098e3,2076e3,2056e3,2002e3
Iceland,43e3,45e3,47e3,49e3,53e3,61e3,69e3,78e3,83e3,83e3,83e3,85e3,98e3,103e3,102e3,98e3,95e3,93e3,95e3,96e3,94e3
India,113861e3,121218e3,130011e3,139123e3,151284e3,174222e3,200741e3,231525e3,263898e3,291202e3,322161e3,35556e4,390297e3,424856e3,450853e3,469421e3,478646e3,47929e4,475142e3,464469e3,448957e3
Indonesia,22317e3,24773e3,27888e3,3065e4,32758e3,36045e3,40977e3,47558e3,55704e3,63408e3,69824e3,75159e3,78448e3,79922e3,80241e3,80222e3,79992e3,78977e3,76863e3,73987e3,7162e4
Iran,4591e3,5039e3,5552e3,6242e3,7377e3,8134e3,10039e3,13189e3,15497e3,17967e3,21885e3,25915e3,30076e3,31837e3,3027e4,2701e4,24512e3,24053e3,2522e4,25075e3,23899e3
Iraq,1697e3,1758e3,1883e3,2112e3,2373e3,3043e3,3586e3,42e5,4935e3,5845e3,7238e3,8511e3,9435e3,11114e3,12957e3,14746e3,16184e3,17289e3,18032e3,1879e4,19471e3
Ireland,796e3,714e3,629e3,635e3,683e3,782e3,913e3,101e4,984e3,1052e3,1169e3,1365e3,1471e3,1431e3,1357e3,1333e3,1387e3,1471e3,1524e3,152e4,1478e3
Israel,42e4,498e3,576e3,639e3,767e3,948e3,1112e3,1232e3,1332e3,1549e3,177e4,1948e3,2103e3,2197e3,2311e3,246e4,2615e3,2735e3,2779e3,2777e3,2761e3
Italy,13949e3,14157e3,1502e4,14687e3,14831e3,14901e3,15183e3,16338e3,16933e3,17514e3,1712e4,16512e3,15344e3,13925e3,12838e3,12483e3,12494e3,12339e3,12075e3,11619e3,11134e3
Jamaica,433e3,449e3,421e3,41e4,39e4,409e3,546e3,649e3,726e3,791e3,804e3,794e3,786e3,821e3,871e3,877e3,86e4,811e3,767e3,741e3,703e3
Japan,24021e3,27111e3,29942e3,33029e3,36559e3,37589e3,36927e3,35939e3,33623e3,34619e3,35167e3,34574e3,32466e3,28773e3,26337e3,24565e3,23267e3,22019e3,20515e3,19067e3,17984e3
Jordan,11e4,166e3,242e3,305e3,452e3,521e3,508e3,661e3,829e3,1362e3,1577e3,1872e3,2271e3,237e4,2512e3,2617e3,2775e3,2905e3,2963e3,2976e3,2915e3
Kazakhstan,1915e3,2204e3,3184e3,3568e3,3635e3,4116e3,4364e3,5111e3,5372e3,504e4,4692e3,4823e3,5244e3,5383e3,5182e3,4964e3,4867e3,4935e3,5179e3,5195e3,486e4
Kenya,1678e3,1886e3,2081e3,2254e3,2595e3,3142e3,3924e3,4966e3,6137e3,7611e3,9028e3,107e5,12601e3,14337e3,15965e3,17804e3,2012e4,22718e3,25033e3,26762e3,27886e3
"Korea, Dem. Rep.",2835e3,3204e3,397e4,4614e3,5069e3,4949e3,5245e3,5557e3,6481e3,7675e3,7536e3,7661e3,7272e3,7191e3,7562e3,734e4,7021e3,6531e3,6274e3,6247e3,6222e3
"Korea, Rep.",5239e3,5751e3,7165e3,7894e3,8774e3,10043e3,11878e3,14012e3,15881e3,16859e3,16468e3,15819e3,1469e4,13919e3,13373e3,12071e3,11195e3,9949e3,8921e3,8562e3,8287e3
Kuwait,56e3,75e3,117e3,187e3,261e3,327e3,486e3,654e3,821e3,792e3,995e3,1248e3,1309e3,1286e3,1252e3,1255e3,1305e3,1364e3,1409e3,1434e3,144e4
Kyrgyzstan,493e3,552e3,67e4,706e3,713e3,799e3,949e3,1205e3,134e4,1411e3,1531e3,1649e3,1853e3,1998e3,2068e3,2041e3,2016e3,2006e3,201e4,1996e3,1878e3
Laos,508e3,549e3,594e3,649e3,729e3,847e3,832e3,967e3,1165e3,1362e3,1529e3,1713e3,1993e3,2307e3,2631e3,2797e3,2901e3,2968e3,3022e3,3166e3,3243e3
Latvia,532e3,571e3,662e3,725e3,719e3,728e3,73e4,751e3,774e3,703e3,66e4,648e3,675e3,642e3,576e3,503e3,429e3,417e3,439e3,447e3,426e3
Lebanon,402e3,446e3,522e3,569e3,625e3,722e3,752e3,846e3,936e3,1136e3,119e4,1346e3,1414e3,147e4,1501e3,1449e3,1389e3,1325e3,1266e3,1263e3,1262e3
Lesotho,201e3,204e3,213e3,228e3,256e3,284e3,322e3,369e3,393e3,425e3,492e3,56e4,648e3,728e3,782e3,804e3,817e3,827e3,832e3,836e3,832e3
Liberia,236e3,261e3,291e3,329e3,369e3,419e3,505e3,607e3,607e3,541e3,784e3,926e3,1157e3,1367e3,1584e3,1815e3,2056e3,2295e3,2511e3,2696e3,2843e3
Libya,277e3,306e3,37e4,449e3,55e4,688e3,831e3,1014e3,1236e3,1527e3,1848e3,2221e3,2409e3,2449e3,2446e3,2416e3,255e4,2731e3,2815e3,2756e3,2603e3
Lithuania,693e3,758e3,881e3,931e3,93e4,94e4,981e3,1056e3,1122e3,1103e3,1014e3,97e4,93e4,897e3,848e3,758e3,657e3,596e3,583e3,594e3,586e3
Luxembourg,89e3,9e4,91e3,94e3,92e3,106e3,111e3,119e3,124e3,129e3,132e3,132e3,133e3,14e4,149e3,156e3,16e4,163e3,167e3,174e3,184e3
"Macao, China",7e4,55e3,42e3,45e3,56e3,76e3,94e3,129e3,156e3,155e3,142e3,157e3,185e3,178e3,166e3,149e3,127e3,115e3,114e3,117e3,116e3
"Macedonia, FYR",335e3,391e3,424e3,441e3,475e3,521e3,575e3,59e4,615e3,603e3,613e3,625e3,629e3,623e3,594e3,547e3,498e3,455e3,432e3,419e3,409e3
Madagascar,1164e3,1273e3,1396e3,1498e3,1626e3,1872e3,2196e3,2622e3,3126e3,3674e3,4308e3,4898e3,5714e3,67e5,7824e3,9089e3,10222e3,11224e3,12085e3,12865e3,13527e3
Malawi,783e3,872e3,963e3,1086e3,1234e3,1398e3,1621e3,1866e3,2605e3,2751e3,3227e3,3642e3,4226e3,5137e3,6141e3,7233e3,8381e3,9454e3,10477e3,11463e3,12343e3
Malaysia,1702e3,1874e3,214e4,2401e3,2804e3,343e4,4086e3,4878e3,5845e3,6623e3,748e4,8188e3,8968e3,9716e3,10307e3,10651e3,10855e3,10919e3,10929e3,10766e3,10498e3
Maldives,24e3,26e3,26e3,28e3,3e4,36e3,42e3,5e4,56e3,68e3,82e3,102e3,12e4,136e3,141e3,133e3,123e3,115e3,114e3,118e3,119e3
Mali,1257e3,1352e3,1456e3,1573e3,1679e3,18e5,1942e3,2091e3,2311e3,259e4,2866e3,3362e3,3873e3,4431e3,503e4,5675e3,6428e3,7243e3,8054e3,8762e3,9282e3
Malta,85e3,75e3,78e3,74e3,89e3,97e3,109e3,114e3,109e3,106e3,107e3,114e3,121e3,121e3,117e3,108e3,98e3,92e3,86e3,87e3,88e3
Martinique,64e3,65e3,74e3,71e3,79e3,72e3,9e4,103e3,117e3,119e3,116e3,103e3,1e5,1e5,104e3,104e3,99e3,92e3,87e3,83e3,8e4
Mauritania,19e4,217e3,243e3,273e3,309e3,348e3,404e3,473e3,547e3,647e3,773e3,918e3,1054e3,1172e3,1293e3,1424e3,1562e3,1692e3,1791e3,1857e3,1898e3
Mauritius,134e3,155e3,176e3,2e5,229e3,264e3,31e4,343e3,371e3,401e3,419e3,422e3,407e3,406e3,404e3,399e3,391e3,373e3,362e3,357e3,357e3
Mayotte,4e3,4e3,5e3,7e3,9e3,11e3,14e3,18e3,24e3,34e3,42e3,52e3,63e3,75e3,88e3,98e3,105e3,108e3,108e3,11e4,114e3
Mexico,7661e3,8673e3,986e4,11203e3,12733e3,15098e3,18182e3,20956e3,24691e3,29005e3,32936e3,35123e3,36159e3,36396e3,36501e3,36739e3,36479e3,35103e3,33207e3,31325e3,29699e3
"Micronesia, Fed. Sts.",9e3,1e4,12e3,14e3,15e3,14e3,18e3,22e3,27e3,29e3,3e4,32e3,33e3,37e3,41e3,42e3,43e3,42e3,41e3,39e3,38e3
Moldova,741e3,806e3,962e3,992e3,989e3,1103e3,1197e3,1333e3,1351e3,1286e3,1159e3,1063e3,1111e3,1121e3,1043e3,904e3,759e3,687e3,689e3,691e3,636e3
Mongolia,213e3,237e3,267e3,303e3,348e3,402e3,466e3,545e3,663e3,739e3,823e3,916e3,103e4,108e4,107e4,1014e3,937e3,905e3,912e3,934e3,915e3
Montenegro,99e3,117e3,141e3,149e3,15e4,165e3,174e3,184e3,177e3,191e3,202e3,18e4,186e3,181e3,178e3,171e3,16e4,156e3,151e3,148e3,147e3
Morocco,2464e3,2786e3,3189e3,3553e3,3665e3,4083e3,5271e3,6412e3,7459e3,8375e3,9067e3,10023e3,1097e4,11599e3,11848e3,11592e3,11437e3,11457e3,11589e3,11652e3,11387e3
Mozambique,1855e3,1997e3,2166e3,2369e3,2602e3,2888e3,3332e3,3545e3,3284e3,4391e3,5154e3,5832e3,6562e3,7426e3,8531e3,9929e3,11267e3,12458e3,1345e4,14169e3,14825e3
Myanmar,558e4,5854e3,5971e3,6115e3,6496e3,7673e3,9217e3,10963e3,12744e3,14326e3,15898e3,16827e3,1749e4,17767e3,17682e3,17396e3,17289e3,17316e3,17392e3,17147e3,16663e3
Namibia,143e3,154e3,165e3,184e3,206e3,236e3,251e3,285e3,397e3,472e3,551e3,617e3,71e4,811e3,895e3,959e3,101e4,1046e3,1087e3,1128e3,1152e3
Nepal,2419e3,2638e3,2872e3,3145e3,3399e3,3753e3,4168e3,4646e3,5301e3,6095e3,7036e3,8126e3,9352e3,10704e3,12026e3,13015e3,13536e3,13772e3,13901e3,14109e3,14391e3
Netherlands,2968e3,3005e3,3098e3,3251e3,369e4,4075e3,4482e3,4828e3,4937e3,4954e3,474e4,442e4,4152e3,4069e3,4138e3,4232e3,4203e3,4114e3,4047e3,4e6,4028e3
Netherlands Antilles,34e3,32e3,35e3,36e3,43e3,49e3,57e3,61e3,66e3,62e3,51e3,49e3,52e3,5e4,47e3,43e3,4e4,38e3,4e4,4e4,38e3
New Caledonia,18e3,2e4,22e3,27e3,31e3,38e3,42e3,47e3,54e3,64e3,71e3,74e3,79e3,82e3,87e3,9e4,9e4,88e3,89e3,89e3,9e4
New Zealand,556e3,584e3,61e4,661e3,725e3,864e3,933e3,105e4,1083e3,1166e3,1137e3,1136e3,1154e3,1207e3,1252e3,127e4,127e4,1263e3,1275e3,1286e3,1283e3
Nicaragua,374e3,422e3,474e3,532e3,585e3,703e3,851e3,985e3,1138e3,1315e3,1493e3,1687e3,1876e3,2106e3,2258e3,2309e3,2345e3,2328e3,2313e3,2297e3,2238e3
Niger,672e3,783e3,893e3,1057e3,1221e3,1364e3,1548e3,1662e3,1991e3,2317e3,2824e3,3265e3,3906e3,4693e3,5682e3,6958e3,8753e3,10795e3,13058e3,15575e3,1814e4
Nigeria,10371e3,11455e3,12665e3,14035e3,1547e4,17411e3,20254e3,22576e3,25717e3,29536e3,34432e3,40139e3,46386e3,52875e3,59461e3,66535e3,7427e4,81547e3,87364e3,91287e3,93598e3
Norway,998e3,958e3,887e3,883e3,971e3,1074e3,1183e3,1252e3,1285e3,131e4,1288e3,1258e3,1267e3,1292e3,1336e3,1367e3,1381e3,1364e3,1361e3,1382e3,1401e3
Oman,128e3,134e3,144e3,16e4,189e3,253e3,361e3,468e3,567e3,718e3,863e3,921e3,1075e3,1189e3,126e4,1259e3,1259e3,1295e3,1315e3,1342e3,1354e3
Pakistan,10622e3,11526e3,12853e3,14585e3,16452e3,18731e3,21593e3,26181e3,31448e3,3574e4,4201e4,49025e3,57703e3,65969e3,73292e3,7955e4,84415e3,90031e3,95163e3,98824e3,100649e3
Panama,242e3,261e3,291e3,335e3,39e4,463e3,554e3,655e3,766e3,885e3,976e3,1045e3,1102e3,1148e3,1213e3,1275e3,132e4,1354e3,1367e3,1369e3,1366e3
