country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Benin,24e4,245e3,27e4,314e3,373e3,439e3,51e4,605e3,711e3,835e3,981e3,1132e3,1297e3,1494e3,1661e3,1775e3,1863e3,1937e3,2006e3,206e4,209e4
Bhutan,23e3,27e3,29e3,34e3,4e4,47e3,57e3,68e3,77e3,77e3,78e3,71e3,72e3,69e3,72e3,73e3,7e4,64e3,62e3,62e3,63e3
Bolivia,351e3,409e3,461e3,522e3,584e3,662e3,766e3,816e3,899e3,1003e3,1124e3,1159e3,1209e3,1216e3,1211e3,1192e3,1164e3,1127e3,1082e3,1035e3,991e3
Bosnia and Herzegovina,278e3,368e3,421e3,428e3,423e3,376e3,35e4,331e3,35e4,264e3,222e3,22e4,181e3,17e4,165e3,159e3,148e3,136e3,126e3,121e3,118e3
Botswana,55e3,58e3,82e3,95e3,108e3,126e3,15e4,181e3,208e3,218e3,218e3,216e3,211e3,225e3,233e3,234e3,229e3,223e3,22e4,22e4,218e3
Brazil,7013e3,8613e3,10423e3,1209e4,13966e3,14311e3,15065e3,16829e3,18312e3,17533e3,16637e3,17348e3,17228e3,15162e3,13757e3,13025e3,12259e3,11621e3,11267e3,10855e3,10781e3
Brunei,6e3,7e3,13e3,16e3,19e3,21e3,24e3,29e3,29e3,32e3,36e3,36e3,35e3,36e3,36e3,36e3,38e3,39e3,39e3,39e3,4e4
Bulgaria,61e4,704e3,688e3,654e3,632e3,63e4,66e4,662e3,585e3,521e3,409e3,326e3,33e4,355e3,347e3,318e3,285e3,261e3,256e3,262e3,261e3
Burkina Faso,533e3,55e4,592e3,687e3,785e3,894e3,1016e3,117e4,1352e3,1544e3,1772e3,2034e3,2366e3,3021e3,3271e3,3456e3,3627e3,3829e3,4028e3,4158e3,4198e3
Burundi,322e3,353e3,434e3,467e3,506e3,546e3,59e4,677e3,839e3,976e3,994e3,998e3,1035e3,1146e3,1257e3,1292e3,126e4,1219e3,1213e3,1243e3,1265e3
Cambodia,592e3,662e3,744e3,854e3,976e3,1018e3,925e3,921e3,1611e3,1739e3,1878e3,17e5,1542e3,1644e3,1787e3,1869e3,1825e3,1729e3,1677e3,1682e3,1691e3
Cameroon,567e3,623e3,711e3,797e3,935e3,1099e3,1313e3,1549e3,1842e3,2072e3,2271e3,238e4,2686e3,2983e3,3113e3,3141e3,3162e3,3218e3,3288e3,3323e3,3306e3
Canada,1316e3,1735e3,2027e3,226e4,2349e3,1935e3,1813e3,1816e3,1924e3,1992e3,2045e3,185e4,1796e3,1859e3,1962e3,2089e3,217e4,219e4,2196e3,224e4,2305e3
Cape Verde,15e3,22e3,31e3,37e3,45e3,43e3,41e3,48e3,57e3,63e3,64e3,63e3,61e3,58e3,59e3,59e3,58e3,55e3,52e3,49e3,46e3
Central African Rep.,153e3,161e3,183e3,21e4,239e3,272e3,311e3,357e3,414e3,467e3,507e3,565e3,604e3,625e3,65e4,667e3,677e3,687e3,686e3,683e3,678e3
Chad,294e3,321e3,393e3,443e3,496e3,567e3,651e3,768e3,911e3,1065e3,125e4,1492e3,1722e3,1921e3,213e4,2348e3,2539e3,2685e3,2783e3,2856e3,292e4
Channel Islands,6e3,7e3,7e3,8e3,9e3,9e3,8e3,7e3,7e3,8e3,8e3,8e3,8e3,7e3,7e3,7e3,7e3,7e3,7e3,7e3,6e3
Chile,748e3,839e3,973e3,1186e3,1329e3,1271e3,125e4,1171e3,1317e3,1461e3,1488e3,1328e3,1237e3,1249e3,1261e3,1249e3,1236e3,1203e3,1169e3,1147e3,1136e3
China,55749e3,68795e3,92056e3,87058e3,107776e3,128579e3,122337e3,9651e4,102871e3,124066e3,106775e3,948e5,86987e3,87421e3,91323e3,89381e3,81616e3,75472e3,73269e3,73533e3,72853e3
Colombia,161e4,2031e3,2481e3,2849e3,3292e3,3592e3,3521e3,3854e3,4054e3,4227e3,441e4,4414e3,4419e3,4479e3,4426e3,4378e3,4298e3,4191e3,4069e3,3928e3,3827e3
Comoros,19e3,21e3,27e3,32e3,36e3,4e4,49e3,59e3,72e3,7e4,72e3,77e3,87e3,98e3,1e5,97e3,96e3,98e3,102e3,103e3,1e5
"Congo, Dem. Rep.",1708e3,1916e3,2148e3,2466e3,2891e3,3379e3,3966e3,4642e3,5616e3,6975e3,7963e3,914e4,10427e3,11303e3,12394e3,13343e3,13936e3,14214e3,14313e3,14339e3,14249e3
"Congo, Rep.",104e3,116e3,135e3,158e3,189e3,226e3,268e3,316e3,357e3,394e3,43e4,454e3,506e3,539e3,558e3,577e3,582e3,584e3,585e3,585e3,581e3
Costa Rica,117e3,149e3,201e3,243e3,288e3,283e3,276e3,321e3,37e4,418e3,419e3,407e3,396e3,373e3,391e3,383e3,38e4,372e3,366e3,362e3,359e3
Cote d'Ivoire,346e3,379e3,459e3,579e3,737e3,95e4,1236e3,159e4,1873e3,2109e3,2364e3,2606e3,2915e3,3142e3,3345e3,3476e3,3575e3,3662e3,373e4,3767e3,3768e3
Croatia,298e3,38e4,378e3,343e3,315e3,295e3,304e3,317e3,319e3,287e3,255e3,241e3,208e3,211e3,213e3,208e3,199e3,19e4,183e3,183e3,185e3
Cuba,716e3,752e3,87e4,865e3,1206e3,1205e3,1121e3,748e3,767e3,882e3,717e3,717e3,651e3,573e3,551e3,532e3,503e3,468e3,433e3,406e3,382e3
Cyprus,53e3,65e3,68e3,66e3,65e3,51e3,44e3,51e3,6e4,61e3,62e3,54e3,49e3,51e3,55e3,58e3,6e4,59e3,58e3,59e3,62e3
Czech Rep.,722e3,88e4,844e3,718e3,687e3,688e3,846e3,873e3,691e3,647e3,592e3,443e3,471e3,55e4,567e3,539e3,503e3,473e3,476e3,507e3,538e3
Denmark,393e3,419e3,371e3,368e3,392e3,389e3,364e3,314e3,267e3,297e3,346e3,342e3,328e3,319e3,301e3,301e3,313e3,32e4,315e3,305e3,296e3
Djibouti,9e3,11e3,12e3,17e3,24e3,34e3,5e4,58e3,8e4,9e4,102e3,101e3,104e3,106e3,108e3,113e3,116e3,116e3,115e3,114e3,114e3
Dominican Rep.,366e3,422e3,522e3,64e4,741e3,808e3,847e3,884e3,953e3,1006e3,1049e3,1039e3,1068e3,108e4,1064e3,1039e3,1012e3,983e3,952e3,916e3,877e3
Ecuador,43e4,501e3,65e4,748e3,87e4,1003e3,1129e3,1257e3,1347e3,1389e3,1403e3,1444e3,1413e3,1363e3,1334e3,1319e3,1288e3,1246e3,1196e3,1147e3,1098e3
Egypt,2456e3,3452e3,3939e3,4577e3,5032e3,5523e3,6009e3,7072e3,8096e3,9201e3,818e4,8489e3,9027e3,961e4,9864e3,9643e3,9358e3,9266e3,9288e3,9214e3,8932e3
El Salvador,305e3,33e4,409e3,489e3,576e3,639e3,703e3,743e3,727e3,741e3,764e3,746e3,615e3,591e3,602e3,608e3,608e3,571e3,539e3,515e3,499e3
Equatorial Guinea,25e3,26e3,31e3,33e3,36e3,37e3,32e3,3e4,46e3,68e3,78e3,84e3,91e3,103e3,116e3,126e3,131e3,134e3,137e3,141e3,144e3
Eritrea,165e3,185e3,199e3,238e3,278e3,317e3,392e3,474e3,459e3,502e3,54e4,596e3,725e3,841e3,883e3,879e3,866e3,879e3,917e3,954e3,963e3
Estonia,87e3,94e3,95e3,99e3,103e3,99e3,11e4,112e3,116e3,112e3,77e3,62e3,65e3,78e3,84e3,82e3,74e3,65e3,62e3,66e3,7e4
Ethiopia,2577e3,2894e3,3111e3,3507e3,4119e3,4749e3,5092e3,5836e3,6955e3,8499e3,10027e3,11088e3,12002e3,13304e3,1427e4,14988e3,15417e3,15591e3,15584e3,15522e3,15312e3
Fiji,44e3,52e3,63e3,75e3,78e3,75e3,82e3,94e3,92e3,88e3,92e3,93e3,88e3,83e3,79e3,76e3,74e3,71e3,68e3,63e3,58e3
Finland,375e3,494e3,442e3,406e3,383e3,35e4,3e5,324e3,327e3,315e3,328e3,297e3,289e3,298e3,305e3,306e3,302e3,294e3,286e3,285e3,287e3
France,2715e3,3979e3,3957e3,41e5,4283e3,4171e3,416e4,3689e3,3861e3,3802e3,3625e3,3704e3,3942e3,3933e3,3761e3,3694e3,3643e3,3644e3,3704e3,3734e3,3692e3
French Guiana,2e3,3e3,4e3,5e3,6e3,7e3,8e3,1e4,14e3,15e3,21e3,24e3,27e3,27e3,28e3,3e4,32e3,33e3,33e3,33e3,33e3
French Polynesia,9e3,11e3,12e3,14e3,17e3,19e3,2e4,21e3,23e3,28e3,22e3,24e3,23e3,24e3,24e3,24e3,23e3,22e3,21e3,21e3,21e3
Gabon,43e3,43e3,49e3,51e3,56e3,66e3,83e3,103e3,127e3,15e4,175e3,175e3,176e3,182e3,189e3,194e3,196e3,194e3,192e3,191e3,189e3
Gambia,33e3,37e3,35e3,43e3,54e3,68e3,84e3,104e3,125e3,151e3,185e3,218e3,245e3,268e3,288e3,305e3,32e4,331e3,34e4,345e3,348e3
Georgia,266e3,296e3,402e3,49e4,517e3,442e3,434e3,434e3,454e3,43e4,357e3,24e4,223e3,241e3,234e3,22e4,198e3,182e3,176e3,176e3,17e4
Germany,5131e3,4475e3,5255e3,568e4,6458e3,6039e3,4364e3,3953e3,4271e3,4654e3,4177e3,3947e3,3651e3,3369e3,3269e3,3302e3,3261e3,3155e3,3039e3,2958e3,2939e3
Ghana,718e3,859e3,934e3,1122e3,1292e3,1508e3,166e4,1929e3,2178e3,2451e3,2682e3,2863e3,3052e3,3293e3,351e4,3637e3,3736e3,38e5,3888e3,3983e3,4052e3
Greece,647e3,732e3,722e3,74e4,7e5,759e3,703e3,711e3,657e3,57e4,543e3,525e3,522e3,545e3,521e3,496e3,476e3,472e3,48e4,493e3,5e5
Grenada,12e3,13e3,14e3,17e3,17e3,12e3,12e3,12e3,13e3,14e3,12e3,1e4,9e3,1e4,1e4,9e3,8e3,7e3,6e3,6e3,6e3
Guadeloupe,25e3,34e3,39e3,44e3,46e3,47e3,37e3,36e3,34e3,35e3,36e3,34e3,36e3,34e3,32e3,31e3,3e4,28e3,28e3,27e3,26e3
Guam,4e3,7e3,9e3,1e4,12e3,12e3,13e3,13e3,13e3,15e3,16e3,17e3,17e3,16e3,16e3,16e3,16e3,16e3,16e3,15e3,15e3
Guatemala,431e3,538e3,624e3,686e3,789e3,906e3,1046e3,1204e3,1356e3,1468e3,1659e3,1824e3,2005e3,2144e3,2249e3,2305e3,2316e3,229e4,2235e3,2158e3,2069e3
Guinea,339e3,359e3,413e3,463e3,523e3,55e4,642e3,746e3,886e3,1088e3,1212e3,1307e3,1446e3,1646e3,1813e3,1939e3,2032e3,2107e3,2174e3,2227e3,2259e3
Guinea-Bissau,65e3,68e3,92e3,73e3,77e3,7e4,134e3,128e3,132e3,153e3,176e3,205e3,229e3,256e3,28e4,301e3,322e3,337e3,351e3,362e3,373e3
Guyana,54e3,71e3,92e3,99e3,114e3,11e4,106e3,99e3,95e3,8e4,76e3,84e3,75e3,62e3,57e3,55e3,53e3,49e3,42e3,36e3,31e3
Haiti,419e3,429e3,515e3,582e3,657e3,701e3,741e3,867e3,1062e3,1115e3,1157e3,1202e3,121e4,1241e3,1261e3,1278e3,1281e3,1263e3,1236e3,1205e3,1174e3
Honduras,195e3,236e3,303e3,359e3,418e3,49e4,554e3,649e3,747e3,825e3,898e3,921e3,927e3,956e3,973e3,971e3,948e3,913e3,87e4,823e3,805e3
"Hong Kong, China",125e3,326e3,419e3,523e3,528e3,409e3,414e3,418e3,426e3,391e3,393e3,315e3,22e4,262e3,317e3,323e3,32e4,305e3,295e3,305e3,33e4
Hungary,773e3,814e3,924e3,796e3,643e3,709e3,793e3,837e3,647e3,622e3,592e3,497e3,479e3,495e3,491e3,474e3,458e3,441e3,428e3,432e3,442e3
Iceland,14e3,18e3,2e4,23e3,23e3,21e3,21e3,21e3,21e3,21e3,23e3,21e3,21e3,24e3,24e3,24e3,23e3,22e3,21e3,21e3,21e3
India,44238e3,48775e3,62163e3,68125e3,74191e3,80922e3,89091e3,99476e3,10846e4,116171e3,123219e3,124131e3,125239e3,123399e3,121855e3,118247e3,112963e3,106503e3,101365e3,100337e3,98279e3
Indonesia,9812e3,9976e3,11935e3,14354e3,16251e3,18215e3,19793e3,20832e3,21477e3,21003e3,20666e3,20532e3,21005e3,20447e3,19434e3,1828e4,18015e3,18001e3,17831e3,17372e3,16705e3
Iran,2061e3,2628e3,3142e3,3587e3,4189e3,4927e3,5609e3,6971e3,8895e3,8507e3,7034e3,5372e3,5911e3,6609e3,673e4,6416e3,5704e3,541e4,5528e3,5683e3,5595e3
Iraq,711e3,756e3,1236e3,1197e3,1455e3,1894e3,2167e3,2465e3,2702e3,3044e3,3462e3,4042e3,4267e3,4518e3,4663e3,4856e3,5059e3,519e4,5208e3,5169e3,512e4
Ireland,282e3,298e3,289e3,298e3,314e3,326e3,354e3,348e3,333e3,287e3,266e3,276e3,319e3,355e3,358e3,334e3,315e3,313e3,329e3,348e3,356e3
Israel,114e3,207e3,269e3,29e4,312e3,356e3,433e3,449e3,47e4,522e3,558e3,629e3,679e3,703e3,689e3,677e3,677e3,687e3,694e3,686e3,664e3
Italy,3839e3,4284e3,3991e3,41e5,4552e3,4545e3,4321e3,3599e3,2981e3,2772e3,2736e3,2681e3,2851e3,292e4,2694e3,2476e3,2409e3,2426e3,2498e3,2566e3,2571e3
Jamaica,167e3,183e3,222e3,256e3,307e3,313e3,289e3,271e3,283e3,28e4,288e3,285e3,255e3,248e3,243e3,238e3,225e3,208e3,19e4,176e3,166e3
Japan,9452e3,11144e3,9278e3,7829e3,8235e3,8887e3,10114e3,8589e3,7516e3,6568e3,6026e3,5895e3,5654e3,5211e3,4748e3,4375e3,4196e3,4119e3,406e4,3949e3,3795e3
Jordan,7e4,1e5,127e3,156e3,244e3,294e3,368e3,417e3,503e3,588e3,627e3,7e5,716e3,766e3,772e3,742e3,72e4,702e3,684e3,666e3,666e3
Kazakhstan,572e3,799e3,1208e3,1597e3,1757e3,1541e3,1615e3,1657e3,1729e3,1719e3,1411e3,1099e3,1188e3,147e4,1443e3,1333e3,1194e3,1119e3,1129e3,1164e3,1153e3
Kenya,707e3,949e3,1237e3,1487e3,1787e3,2158e3,266e4,3226e3,3833e3,4332e3,4477e3,4952e3,5748e3,6693e3,7134e3,7276e3,7409e3,768e4,8e6,8198e3,8212e3
"Korea, Dem. Rep.",1598e3,1381e3,972e3,1659e3,1731e3,2269e3,2162e3,1516e3,187e4,1871e3,2067e3,1891e3,1637e3,1536e3,1557e3,1619e3,1602e3,1506e3,1405e3,136e4,1362e3
"Korea, Rep.",2678e3,2867e3,3782e3,4463e3,4532e3,4455e3,4431e3,3936e3,3807e3,3115e3,3471e3,3164e3,2435e3,2263e3,2207e3,2125e3,207e4,1985e3,187e4,1745e3,1656e3
Kuwait,17e3,22e3,32e3,6e4,111e3,155e3,186e3,214e3,264e3,172e3,192e3,215e3,235e3,261e3,264e3,26e4,26e4,266e3,279e3,292e3,298e3
Kyrgyzstan,132e3,164e3,262e3,37e4,436e3,416e3,45e4,476e3,549e3,601e3,59e4,539e3,501e3,57e4,575e3,539e3,486e3,448e3,447e3,448e3,434e3
Laos,214e3,251e3,304e3,329e3,367e3,418e3,475e3,518e3,597e3,703e3,782e3,83e4,747e3,79e4,833e3,873e3,885e3,861e3,832e3,821e3,819e3
Latvia,163e3,151e3,155e3,171e3,176e3,163e3,177e3,175e3,188e3,198e3,135e3,96e3,101e3,113e3,119e3,115e3,105e3,91e3,85e3,9e4,96e3
Lebanon,151e3,186e3,255e3,318e3,347e3,367e3,362e3,359e3,362e3,365e3,388e3,396e3,335e3,321e3,329e3,334e3,331e3,318e3,299e3,287e3,284e3
Lesotho,96e3,109e3,118e3,133e3,149e3,167e3,19e4,218e3,242e3,256e3,26e4,27e4,265e3,264e3,266e3,265e3,26e4,252e3,245e3,239e3,232e3
Liberia,109e3,12e4,137e3,183e3,218e3,243e3,257e3,322e3,318e3,283e3,407e3,479e3,577e3,636e3,689e3,728e3,756e3,777e3,795e3,807e3,813e3
Libya,14e4,155e3,189e3,226e3,285e3,379e3,48e4,601e3,699e3,586e3,544e3,589e3,663e3,717e3,724e3,673e3,603e3,562e3,574e3,613e3,63e4
Lithuania,233e3,214e3,249e3,284e3,298e3,272e3,272e3,264e3,281e3,281e3,237e3,183e3,147e3,149e3,154e3,154e3,149e3,137e3,123e3,12e4,124e3
Luxembourg,2e4,19e3,22e3,25e3,26e3,25e3,22e3,21e3,22e3,24e3,28e3,29e3,28e3,29e3,3e4,33e3,36e3,38e3,39e3,39e3,4e4
"Macao, China",15e3,22e3,25e3,29e3,33e3,21e3,2e4,19e3,33e3,4e4,34e3,25e3,2e4,23e3,25e3,25e3,24e3,21e3,19e3,19e3,2e4
"Macedonia, FYR",132e3,169e3,175e3,176e3,17e4,169e3,167e3,169e3,168e3,161e3,153e3,134e3,117e3,109e3,109e3,109e3,104e3,98e3,92e3,89e3,89e3
Madagascar,485e3,549e3,719e3,828e3,948e3,1095e3,1292e3,1485e3,1551e3,1923e3,2284e3,2614e3,2836e3,306e4,3273e3,3452e3,3589e3,3689e3,3759e3,3805e3,3829e3
Malawi,416e3,471e3,501e3,58e4,673e3,796e3,919e3,1141e3,1419e3,1427e3,1788e3,2145e3,2396e3,2621e3,2894e3,3166e3,3366e3,3483e3,3557e3,3633e3,371e4
Malaysia,752e3,964e3,1222e3,1465e3,1646e3,1703e3,1851e3,1836e3,2317e3,2469e3,2641e3,2655e3,2731e3,2721e3,2714e3,2662e3,2559e3,2447e3,2448e3,245e4,2424e3
Maldives,9e3,1e4,14e3,15e3,16e3,18e3,22e3,27e3,35e3,39e3,39e3,31e3,26e3,28e3,3e4,31e3,3e4,28e3,26e3,26e3,27e3
Mali,553e3,584e3,618e3,726e3,806e3,907e3,999e3,1085e3,126e4,142e4,1559e3,1694e3,1902e3,2167e3,2364e3,249e4,2581e3,2643e3,273e4,2824e3,2891e3
Malta,3e4,45e3,42e3,36e3,28e3,23e3,25e3,28e3,28e3,28e3,26e3,24e3,2e4,19e3,19e3,2e4,2e4,19e3,18e3,17e3,17e3
Martinique,25e3,32e3,42e3,47e3,45e3,45e3,32e3,3e4,29e3,3e4,3e4,28e3,27e3,25e3,23e3,23e3,23e3,22e3,21e3,2e4,19e3
Mauritania,91e3,103e3,117e3,144e3,169e3,195e3,224e3,258e3,291e3,327e3,362e3,399e3,438e3,471e3,492e3,494e3,496e3,504e3,511e3,514e3,508e3
Mauritius,73e3,85e3,102e3,117e3,132e3,118e3,115e3,107e3,102e3,97e3,111e3,103e3,96e3,88e3,92e3,92e3,91e3,87e3,84e3,82e3,81e3
Mayotte,2e3,2e3,3e3,4e3,6e3,7e3,9e3,11e3,14e3,18e3,22e3,26e3,25e3,24e3,25e3,27e3,28e3,28e3,26e3,25e3,26e3
Mexico,3865e3,4481e3,5817e3,6892e3,7915e3,9218e3,10707e3,10749e3,10605e3,10825e3,11298e3,10758e3,104e5,9854e3,923e4,8578e3,8268e3,8113e3,7796e3,7372e3,6949e3
"Micronesia, Fed. Sts.",4e3,5e3,7e3,8e3,9e3,1e4,12e3,13e3,15e3,16e3,14e3,14e3,14e3,13e3,12e3,12e3,12e3,11e3,1e4,9e3,8e3
Moldova,205e3,211e3,334e3,407e3,399e3,339e3,36e4,376e3,415e3,418e3,319e3,216e3,176e3,207e3,21e4,198e3,172e3,149e3,142e3,147e3,15e4
Mongolia,103e3,117e3,134e3,154e3,18e4,208e3,239e3,266e3,299e3,32e4,277e3,239e3,216e3,236e3,243e3,243e3,236e3,217e3,202e3,2e5,205e3
Montenegro,46e3,52e3,58e3,61e3,57e3,54e3,52e3,52e3,52e3,53e3,44e3,43e3,4e4,37e3,38e3,37e3,37e3,36e3,35e3,34e3,33e3
Morocco,1284e3,1463e3,1686e3,2063e3,2456e3,2603e3,2776e3,3026e3,341e4,3394e3,324e4,3048e3,2933e3,3086e3,3176e3,3128e3,2972e3,2806e3,2706e3,2664e3,2658e3
Mozambique,85e4,921e3,1022e3,1161e3,1317e3,1493e3,1704e3,195e4,2093e3,228e4,2579e3,2972e3,3493e3,3697e3,3823e3,3952e3,41e5,424e4,4321e3,4344e3,4337e3
Myanmar,1794e3,2108e3,294e4,3251e3,3571e3,4005e3,4583e3,4812e3,5118e3,4893e3,4641e3,4366e3,4457e3,4531e3,4524e3,4363e3,4155e3,3998e3,3908e3,3858e3,3827e3
Namibia,61e3,7e4,82e3,94e3,109e3,129e3,158e3,182e3,202e3,23e4,255e3,259e3,266e3,279e3,288e3,296e3,3e5,299e3,295e3,293e3,292e3
Nepal,1103e3,1093e3,1261e3,1428e3,1617e3,1828e3,2083e3,238e4,2672e3,299e4,3358e3,3632e3,3609e3,346e4,3544e3,3717e3,3783e3,3719e3,3614e3,3541e3,3495e3
Netherlands,932e3,1186e3,1107e3,1152e3,1214e3,1204e3,1051e3,891e3,887e3,956e3,996e3,992e3,1005e3,938e3,907e3,923e3,956e3,965e3,955e3,931e3,911e3
Netherlands Antilles,12e3,16e3,18e3,21e3,19e3,18e3,18e3,17e3,17e3,17e3,16e3,14e3,14e3,13e3,12e3,11e3,1e4,9e3,9e3,9e3,9e3
New Caledonia,8e3,8e3,1e4,12e3,14e3,17e3,18e3,18e3,18e3,2e4,21e3,22e3,21e3,21e3,21e3,21e3,21e3,21e3,21e3,21e3,21e3
New Zealand,177e3,232e3,254e3,293e3,304e3,304e3,296e3,256e3,251e3,287e3,303e3,288e3,286e3,295e3,3e5,3e5,297e3,292e3,29e4,292e3,295e3
Nicaragua,185e3,195e3,286e3,344e3,372e3,425e3,507e3,583e3,65e4,678e3,721e3,69e4,656e3,674e3,677e3,664e3,638e3,611e3,586e3,56e4,534e3
Niger,4e5,428e3,454e3,546e3,66e4,78e4,904e3,1063e3,124e4,1441e3,1709e3,2069e3,2504e3,3252e3,3763e3,4341e3,5025e3,5805e3,656e4,7138e3,7507e3
Nigeria,4922e3,5313e3,6204e3,6988e3,7874e3,8913e3,10614e3,12681e3,14557e3,16107e3,17778e3,19772e3,22007e3,24138e3,25198e3,2545e4,25489e3,25771e3,26229e3,26482e3,26302e3
Norway,265e3,317e3,302e3,308e3,311e3,331e3,312e3,263e3,258e3,285e3,31e4,307e3,298e3,306e3,301e3,309e3,319e3,325e3,323e3,321e3,322e3
Oman,62e3,7e4,86e3,99e3,115e3,139e3,174e3,225e3,274e3,294e3,293e3,306e3,291e3,3e5,327e3,339e3,34e4,333e3,323e3,318e3,318e3
Pakistan,4812e3,5171e3,591e4,6822e3,8073e3,9954e3,11976e3,13812e3,16308e3,19476e3,20261e3,20986e3,22301e3,24017e3,25656e3,25986e3,25867e3,25758e3,25915e3,26128e3,26006e3
Panama,114e3,134e3,158e3,188e3,22e4,25e4,269e3,269e3,28e4,3e5,309e3,33e4,342e3,344e3,342e3,342e3,342e3,339e3,332e3,323e3,312e3
Papua New Guinea,227e3,251e3,295e3,314e3,364e3,408e3,488e3,507e3,567e3,639e3,731e3,846e3,906e3,959e3,999e3,1022e3,1055e3,108e4,1088e3,1084e3,1071e3
Paraguay,229e3,263e3,312e3,344e3,384e3,422e3,436e3,505e3,601e3,651e3,683e3,706e3,723e3,736e3,743e3,74e4,729e3,717e3,705e3,693e3,681e3
Peru,1003e3,1168e3,1399e3,164e4,1928e3,2161e3,2397e3,2645e3,2742e3,2909e3,298e4,2961e3,2938e3,2923e3,2833e3,2763e3,271e4,2652e3,2583e3,2507e3,2428e3
Philippines,2841e3,3293e3,4173e3,4804e3,5478e3,6156e3,6826e3,7665e3,8409e3,9256e3,9885e3,10154e3,10337e3,10802e3,1095e4,11054e3,11025e3,10892e3,10729e3,10533e3,10275e3
Poland,2022e3,2923e3,3499e3,3448e3,2804e3,2534e3,2865e3,3224e3,3389e3,2937e3,2472e3,1995e3,1772e3,1845e3,1849e3,1756e3,1588e3,1435e3,1362e3,1363e3,1372e3
Portugal,796e3,816e3,852e3,857e3,861e3,82e4,857e3,803e3,671e3,557e3,536e3,542e3,556e3,526e3,497e3,469e3,448e3,444e3,448e3,448e3,442e3
Puerto Rico,319e3,318e3,329e3,328e3,339e3,329e3,33e4,33e4,317e3,301e3,306e3,291e3,256e3,253e3,253e3,248e3,24e4,231e3,22e4,215e3,213e3
