country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Qatar,3e3,5e3,6e3,8e3,14e3,18e3,25e3,34e3,42e3,49e3,52e3,54e3,83e3,89e3,102e3,106e3,101e3,101e3,103e3,108e3,113e3
Reunion,31e3,4e4,54e3,59e3,7e4,71e3,63e3,61e3,63e3,65e3,68e3,69e3,74e3,74e3,73e3,73e3,72e3,71e3,7e4,68e3,66e3
Romania,1378e3,1581e3,1815e3,1779e3,1419e3,202e4,1909e3,1984e3,1698e3,1746e3,1209e3,1122e3,1058e3,1045e3,995e3,937e3,862e3,808e3,787e3,783e3,772e3
Russia,7405e3,10005e3,12522e3,13344e3,12022e3,9353e3,10078e3,10725e3,11703e3,11778e3,817e4,6448e3,6985e3,7572e3,7753e3,7268e3,647e4,59e5,5899e3,6207e3,6364e3
Rwanda,32e4,368e3,429e3,49e4,585e3,686e3,758e3,9e5,1221e3,971e3,1126e3,1227e3,1424e3,165e4,1872e3,1935e3,192e4,1937e3,2024e3,2129e3,2179e3
Saint Lucia,11e3,12e3,13e3,15e3,18e3,18e3,18e3,18e3,17e3,18e3,17e3,16e3,14e3,15e3,15e3,14e3,14e3,14e3,13e3,13e3,13e3
Saint Vincent and the Grenadines,11e3,12e3,13e3,15e3,15e3,15e3,15e3,14e3,14e3,12e3,11e3,1e4,9e3,9e3,9e3,8e3,8e3,7e3,7e3,7e3,7e3
Samoa,13e3,14e3,18e3,21e3,23e3,22e3,21e3,19e3,21e3,22e3,24e3,26e3,24e3,2e4,18e3,19e3,2e4,2e4,18e3,16e3,13e3
Sao Tome and Principe,6e3,6e3,7e3,8e3,11e3,12e3,14e3,16e3,19e3,18e3,2e4,21e3,22e3,23e3,23e3,23e3,24e3,24e3,24e3,24e3,23e3
Saudi Arabia,428e3,488e3,564e3,671e3,832e3,1044e3,1348e3,1863e3,2228e3,2615e3,2694e3,2698e3,2825e3,2857e3,2964e3,3024e3,3013e3,2939e3,2824e3,273e4,277e4
Senegal,319e3,348e3,382e3,477e3,57e4,703e3,848e3,1003e3,1152e3,1311e3,1489e3,1642e3,1815e3,2053e3,2159e3,2191e3,2215e3,2263e3,2327e3,2369e3,2363e3
Serbia,525e3,732e3,787e3,696e3,661e3,678e3,711e3,742e3,758e3,754e3,67e4,579e3,591e3,564e3,554e3,542e3,522e3,508e3,503e3,497e3,484e3
Sierra Leone,242e3,259e3,259e3,29e4,328e3,373e3,432e3,497e3,565e3,544e3,562e3,71e4,851e3,94e4,1015e3,1064e3,1119e3,1168e3,1214e3,1251e3,1277e3
Singapore,132e3,168e3,234e3,297e3,281e3,235e3,224e3,206e3,212e3,247e3,327e3,284e3,24e4,204e3,202e3,222e3,242e3,241e3,219e3,196e3,189e3
Slovak Republic,321e3,381e3,489e3,47e4,41e4,38e4,44e4,479e3,445e3,409e3,36e4,288e3,259e3,274e3,28e4,267e3,246e3,225e3,216e3,218e3,222e3
Slovenia,127e3,146e3,15e4,137e3,136e3,135e3,142e3,147e3,136e3,121e3,101e3,93e3,9e4,98e3,102e3,98e3,91e3,87e3,86e3,9e4,94e3
Solomon Islands,13e3,13e3,16e3,2e4,24e3,3e4,36e3,42e3,47e3,51e3,58e3,64e3,69e3,73e3,75e3,77e3,79e3,8e4,81e3,8e4,79e3
Somalia,287e3,33e4,406e3,458e3,521e3,605e3,953e3,981e3,891e3,927e3,1038e3,1214e3,1383e3,1559e3,1749e3,1925e3,2123e3,2308e3,2446e3,2529e3,2584e3
South Africa,1706e3,1947e3,2352e3,2756e3,3089e3,3561e3,4049e3,4423e3,4815e3,5033e3,4991e3,5008e3,5162e3,5085e3,5063e3,4903e3,4768e3,466e4,4553e3,4424e3,4253e3
Spain,253e4,2667e3,2701e3,2978e3,3228e3,3262e3,3298e3,312e4,2506e3,2094e3,1943e3,1979e3,2256e3,2509e3,2591e3,2457e3,2274e3,222e4,2322e3,2484e3,2555e3
Sri Lanka,1002e3,1221e3,1336e3,1559e3,1627e3,1732e3,1767e3,1878e3,1895e3,1747e3,1688e3,1474e3,1719e3,1754e3,1697e3,1565e3,1426e3,1363e3,1353e3,1325e3,1271e3
Sudan,1285e3,1478e3,1641e3,1877e3,2145e3,2529e3,2997e3,3511e3,3918e3,4358e3,4878e3,5299e3,5534e3,5758e3,5919e3,6062e3,6196e3,6272e3,6268e3,6215e3,6141e3
Suriname,26e3,35e3,45e3,54e3,63e3,62e3,49e3,41e3,48e3,47e3,46e3,52e3,52e3,47e3,46e3,45e3,45e3,43e3,41e3,38e3,36e3
Swaziland,37e3,45e3,51e3,59e3,68e3,8e4,97e3,112e3,137e3,16e4,163e3,155e3,153e3,158e3,166e3,171e3,169e3,165e3,163e3,163e3,162e3
Sweden,588e3,618e3,533e3,526e3,564e3,581e3,557e3,484e3,486e3,57e4,599e3,473e3,503e3,553e3,556e3,573e3,579e3,563e3,553e3,566e3,584e3
Switzerland,38e4,424e3,411e3,455e3,506e3,493e3,407e3,363e3,381e3,412e3,429e3,399e3,374e3,376e3,379e3,395e3,411e3,418e3,42e4,426e3,441e3
Syria,461e3,542e3,71e4,836e3,996e3,1191e3,1438e3,1764e3,2127e3,2258e3,2183e3,2278e3,2616e3,2882e3,2921e3,2745e3,2597e3,2531e3,2527e3,2491e3,2465e3
Tajikistan,149e3,168e3,266e3,382e3,486e3,506e3,564e3,615e3,746e3,886e3,876e3,855e3,839e3,872e3,936e3,953e3,917e3,856e3,806e3,777e3,757e3
Tanzania,1118e3,1305e3,1459e3,1727e3,2026e3,24e5,2814e3,331e4,3814e3,4464e3,4988e3,5636e3,6619e3,778e4,8766e3,9347e3,9844e3,10345e3,10842e3,11246e3,11489e3
Thailand,2712e3,317e4,3993e3,4746e3,5561e3,6138e3,631e4,6005e3,5684e3,5375e3,5353e3,4951e3,4839e3,4842e3,4808e3,4674e3,4544e3,4433e3,435e4,4294e3,4236e3
Timor-Leste,55e3,61e3,66e3,74e3,83e3,91e3,78e3,71e3,98e3,112e3,132e3,161e3,163e3,198e3,235e3,271e3,293e3,301e3,306e3,319e3,337e3
Togo,175e3,194e3,216e3,238e3,304e3,359e3,418e3,514e3,597e3,653e3,744e3,821e3,895e3,953e3,1014e3,1045e3,1067e3,1085e3,1099e3,1106e3,1103e3
Tonga,7e3,9e3,11e3,13e3,16e3,16e3,14e3,12e3,13e3,13e3,13e3,13e3,13e3,13e3,12e3,11e3,11e3,12e3,12e3,11e3,1e4
Trinidad and Tobago,86e3,102e3,12e4,127e3,151e3,121e3,121e3,127e3,151e3,14e4,107e3,91e3,9e4,94e3,96e3,91e3,84e3,78e3,75e3,74e3,73e3
Tunisia,427e3,525e3,609e3,704e3,811e3,83e4,885e3,984e3,1056e3,1063e3,963e3,81e4,764e3,795e3,832e3,829e3,807e3,747e3,705e3,697e3,706e3
Turkey,2675e3,3325e3,405e4,4695e3,4987e3,5607e3,6283e3,6715e3,6956e3,657e4,6846e3,6898e3,6527e3,6553e3,6461e3,6319e3,614e4,5969e3,5884e3,5803e3,5712e3
Turkmenistan,11e4,137e3,204e3,281e3,346e3,356e3,391e3,425e3,484e3,575e3,575e3,484e3,504e3,512e3,519e3,503e3,465e3,432e3,428e3,431e3,429e3
Uganda,722e3,839e3,1016e3,1199e3,1425e3,1672e3,1959e3,2277e3,2762e3,3329e3,3977e3,4626e3,5387e3,6305e3,7164e3,7927e3,8522e3,8971e3,9328e3,9599e3,9752e3
Ukraine,287e4,3045e3,3818e3,4192e3,412e4,3489e3,3625e3,3636e3,3765e3,3668e3,2814e3,2103e3,1974e3,2239e3,2372e3,2276e3,2028e3,1813e3,1749e3,1833e3,191e4
United Arab Emirates,9e3,11e3,13e3,18e3,25e3,5e4,94e3,131e3,182e3,237e3,255e3,26e4,316e3,317e3,331e3,321e3,317e3,332e3,358e3,378e3,387e3
United Kingdom,3611e3,4288e3,3792e3,4101e3,4657e3,455e4,3882e3,3394e3,3632e3,3835e3,3792e3,3549e3,3451e3,3706e3,3753e3,3861e3,3908e3,3862e3,3817e3,3864e3,3957e3
United States,13785e3,17215e3,19281e3,20965e3,2051e4,17928e3,16745e3,16811e3,18378e3,19924e3,2099e4,20522e3,21182e3,2217e4,22157e3,22198e3,22071e3,21998e3,2227e4,22663e3,22956e3
Uruguay,204e3,219e3,232e3,254e3,267e3,25e4,267e3,28e4,26e4,268e3,278e3,264e3,252e3,244e3,239e3,233e3,226e3,219e3,215e3,209e3,204e3
Uzbekistan,567e3,664e3,1067e3,1562e3,1901e3,196e4,2161e3,2362e3,2779e3,3203e3,3242e3,2812e3,2562e3,2566e3,2716e3,2749e3,2632e3,2426e3,224e4,2194e3,2225e3
Vanuatu,7e3,8e3,1e4,11e3,13e3,15e3,18e3,2e4,22e3,25e3,27e3,29e3,31e3,34e3,36e3,37e3,37e3,38e3,39e3,39e3,39e3
Venezuela,71e4,919e3,1143e3,1364e3,1686e3,185e4,1971e3,2282e3,2497e3,2716e3,2737e3,2773e3,2855e3,2927e3,2942e3,2909e3,2859e3,2804e3,2744e3,267e4,2587e3
Vietnam,2692e3,3014e3,4412e3,5404e3,6345e3,683e4,7461e3,8002e3,863e4,9326e3,9268e3,7747e3,7366e3,7156e3,715e4,7096e3,7025e3,6725e3,646e4,6311e3,6245e3
Virgin Islands (U.S.),4e3,4e3,4e3,6e3,8e3,11e3,11e3,1e4,1e4,9e3,1e4,8e3,8e3,7e3,7e3,6e3,6e3,5e3,5e3,4e3,4e3
West Bank and Gaza,148e3,157e3,156e3,169e3,161e3,186e3,237e3,271e3,328e3,409e3,475e3,589e3,658e3,714e3,761e3,804e3,845e3,879e3,899e3,907e3,91e4
Western Sahara,2e3,2e3,4e3,6e3,1e4,12e3,17e3,22e3,3e4,34e3,37e3,46e3,49e3,57e3,64e3,67e3,65e3,61e3,58e3,58e3,59e3
"Yemen, Rep.",575e3,663e3,781e3,878e3,991e3,1148e3,1366e3,167e4,2102e3,257e4,2952e3,32e5,3413e3,3862e3,4229e3,449e4,4601e3,4636e3,4667e3,4695e3,4666e3
Zambia,334e3,389e3,43e4,512e3,619e3,751e3,891e3,1046e3,1168e3,1338e3,152e4,1781e3,2017e3,2259e3,2456e3,2613e3,2726e3,2812e3,2896e3,2972e3,3025e3
Zimbabwe,39e4,408e3,574e3,683e3,82e4,967e3,1163e3,1411e3,1637e3,1741e3,1771e3,1679e3,1624e3,1707e3,1829e3,1934e3,1913e3,184e4,1799e3,1806e3,182e4
