country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Paraguay,67e3,8e4,96e3,114e3,135e3,158e3,187e3,221e3,261e3,295e3,348e3,412e3,495e3,606e3,732e3,863e3,1002e3,1134e3,131e4,1551e3,1804e3
Peru,432e3,489e3,561e3,637e3,733e3,846e3,966e3,1124e3,1329e3,1584e3,1877e3,2188e3,2568e3,3057e3,365e4,4379e3,5183e3,6064e3,7037e3,7965e3,8932e3
Philippines,1104e3,1177e3,1304e3,1487e3,1774e3,2084e3,237e4,2713e3,305e4,3603e3,4288e3,5169e3,6242e3,7792e3,9628e3,11729e3,14055e3,16587e3,19469e3,22625e3,26112e3
Poland,2045e3,2311e3,2776e3,3455e3,4176e3,4683e3,4696e3,5148e3,5663e3,6091e3,6419e3,6563e3,7379e3,8541e3,9591e3,10015e3,10143e3,10498e3,11115e3,1184e4,12175e3
Portugal,88e4,923e3,1021e3,1119e3,1219e3,1352e3,1529e3,1689e3,1874e3,2042e3,2202e3,2349e3,2536e3,2719e3,2917e3,315e4,3361e3,3599e3,3805e3,3894e3,3848e3
Puerto Rico,135e3,157e3,182e3,212e3,26e4,271e3,358e3,405e3,468e3,527e3,589e3,676e3,782e3,876e3,972e3,1061e3,113e4,1185e3,1242e3,1289e3,1317e3
Qatar,1e3,1e3,2e3,2e3,3e3,6e3,5e3,6e3,1e4,12e3,16e3,21e3,31e3,54e3,52e3,83e3,124e3,182e3,259e3,361e3,454e3
Reunion,15e3,17e3,17e3,2e4,25e3,3e4,34e3,42e3,49e3,57e3,68e3,81e3,94e3,113e3,137e3,169e3,2e5,221e3,233e3,247e3,261e3
Romania,1415e3,1722e3,1953e3,232e4,2679e3,3031e3,2943e3,3261e3,3631e3,3959e3,421e4,4169e3,4299e3,4604e3,4858e3,4818e3,5237e3,557e4,5987e3,6147e3,6391e3
Russia,9439e3,10177e3,11206e3,1316e4,15557e3,18252e3,18712e3,19921e3,2371e4,24726e3,2693e4,24615e3,25377e3,27692e3,30453e3,32203e3,32198e3,32615e3,33347e3,35095e3,36845e3
Rwanda,81e3,95e3,109e3,12e4,142e3,167e3,193e3,256e3,307e3,223e3,323e3,348e3,393e3,476e3,604e3,734e3,854e3,998e3,1227e3,164e4,2123e3
Saint Lucia,5e3,4e3,5e3,6e3,7e3,8e3,8e3,1e4,13e3,16e3,16e3,15e3,16e3,18e3,23e3,28e3,32e3,38e3,43e3,49e3,55e3
Saint Vincent and the Grenadines,4e3,5e3,5e3,6e3,7e3,8e3,8e3,8e3,9e3,1e4,9e3,1e4,9e3,12e3,12e3,17e3,19e3,21e3,23e3,26e3,26e3
Samoa,3e3,2e3,3e3,2e3,4e3,4e3,5e3,7e3,1e4,1e4,12e3,12e3,13e3,13e3,15e3,19e3,2e4,22e3,21e3,22e3,25e3
Sao Tome and Principe,3e3,3e3,3e3,2e3,5e3,5e3,7e3,7e3,7e3,8e3,8e3,9e3,8e3,1e4,11e3,13e3,15e3,19e3,26e3,33e3,39e3
Saudi Arabia,179e3,199e3,223e3,254e3,293e3,35e4,419e3,497e3,575e3,663e3,843e3,986e3,1211e3,1593e3,2148e3,295e4,3962e3,4992e3,6128e3,7069e3,8126e3
Senegal,132e3,14e4,151e3,168e3,189e3,216e3,246e3,282e3,322e3,369e3,415e3,465e3,504e3,546e3,628e3,755e3,945e3,1209e3,1548e3,1952e3,2419e3
Serbia,736e3,707e3,785e3,897e3,1061e3,1113e3,1123e3,1258e3,1467e3,1789e3,1916e3,1869e3,194e4,2121e3,2218e3,2288e3,2371e3,2482e3,2607e3,273e4,2825e3
Sierra Leone,102e3,116e3,129e3,14e4,153e3,164e3,177e3,191e3,199e3,177e3,171e3,186e3,203e3,217e3,247e3,293e3,355e3,441e3,553e3,687e3,834e3
Singapore,38e3,44e3,6e4,88e3,119e3,153e3,175e3,212e3,253e3,324e3,424e3,524e3,776e3,1057e3,1385e3,1704e3,1942e3,2065e3,2085e3,2072e3,2067e3
Slovak Republic,344e3,374e3,436e3,509e3,631e3,655e3,666e3,703e3,778e3,805e3,824e3,866e3,955e3,1103e3,1235e3,1332e3,1391e3,1489e3,162e4,1721e3,178e4
Slovenia,156e3,167e3,195e3,224e3,249e3,267e3,265e3,284e3,314e3,351e3,384e3,41e4,454e3,511e3,562e3,606e3,639e3,668e3,701e3,72e4,725e3
Solomon Islands,3e3,4e3,6e3,6e3,8e3,1e4,11e3,15e3,16e3,17e3,19e3,22e3,25e3,31e3,38e3,47e3,58e3,75e3,95e3,114e3,133e3
Somalia,105e3,12e4,138e3,157e3,177e3,2e5,304e3,3e5,306e3,291e3,33e4,363e3,406e3,49e4,586e3,7e5,841e3,1014e3,1235e3,1414e3,1665e3
South Africa,814e3,934e3,1054e3,1196e3,1247e3,1332e3,1469e3,1644e3,1885e3,2269e3,2651e3,314e4,3694e3,4374e3,5063e3,5629e3,6051e3,6364e3,671e4,7308e3,8061e3
Spain,3063e3,3367e3,3754e3,4098e3,4801e3,5325e3,5799e3,6536e3,7367e3,8198e3,8697e3,9301e3,10153e3,1095e4,12018e3,13388e3,14971e3,16691e3,18332e3,19178e3,19236e3
Sri Lanka,1002e3,773e3,672e3,67e4,743e3,874e3,1031e3,123e4,1441e3,1641e3,1778e3,1975e3,2508e3,3115e3,3721e3,4331e3,4851e3,501e4,5261e3,5754e3,6044e3
Sudan,491e3,532e3,572e3,627e3,707e3,822e3,969e3,1148e3,1312e3,1524e3,1789e3,2084e3,2481e3,2922e3,3456e3,4075e3,4832e3,5766e3,6896e3,8196e3,9651e3
Suriname,18e3,17e3,17e3,2e4,21e3,2e4,22e3,25e3,29e3,33e3,4e4,44e3,5e4,55e3,66e3,83e3,97e3,112e3,119e3,131e3,14e4
Swaziland,12e3,14e3,16e3,18e3,19e3,22e3,26e3,31e3,37e3,43e3,52e3,54e3,63e3,72e3,83e3,88e3,9e4,87e3,91e3,105e3,136e3
Sweden,1049e3,1145e3,1291e3,1412e3,1574e3,1723e3,1824e3,1969e3,1948e3,1945e3,1959e3,211e4,2322e3,2464e3,2598e3,2755e3,2908e3,3013e3,3053e3,3089e3,3192e3
Switzerland,652e3,718e3,806e3,908e3,1015e3,1107e3,1153e3,1236e3,1305e3,138e4,1457e3,1606e3,1769e3,1918e3,2104e3,2333e3,2523e3,262e4,2651e3,2681e3,2708e3
Syria,238e3,251e3,261e3,274e3,295e3,326e3,374e3,449e3,538e3,639e3,756e3,896e3,1095e3,1338e3,1674e3,2176e3,2815e3,3632e3,4648e3,584e4,6977e3
Tajikistan,114e3,133e3,157e3,191e3,22e4,231e3,245e3,271e3,331e3,34e4,341e3,333e3,355e3,424e3,552e3,723e3,867e3,1009e3,1155e3,1381e3,1732e3
Tanzania,289e3,339e3,401e3,473e3,56e4,669e3,79e4,934e3,1105e3,1326e3,1564e3,1849e3,219e4,255e4,2952e3,3407e3,3965e3,4721e3,5723e3,6936e3,8386e3
Thailand,1041e3,119e4,1421e3,1691e3,2003e3,2344e3,2723e3,3301e3,4188e3,5136e3,6005e3,6761e3,7867e3,9599e3,11712e3,13893e3,15837e3,17321e3,18247e3,18898e3,19332e3
Timor-Leste,24e3,21e3,22e3,26e3,27e3,3e4,22e3,23e3,26e3,32e3,34e3,45e3,56e3,67e3,83e3,99e3,112e3,131e3,147e3,187e3,24e4
Togo,9e4,89e3,9e4,91e3,11e4,126e3,14e4,166e3,192e3,217e3,264e3,312e3,372e3,444e3,529e3,629e3,754e3,914e3,1124e3,1375e3,1653e3
Tonga,1e3,1e3,2e3,2e3,3e3,3e3,4e3,5e3,6e3,7e3,8e3,9e3,8e3,9e3,9e3,1e4,12e3,15e3,14e3,15e3,16e3
Trinidad and Tobago,39e3,44e3,49e3,52e3,65e3,77e3,87e3,94e3,97e3,102e3,111e3,123e3,142e3,167e3,203e3,245e3,271e3,294e3,318e3,358e3,384e3
Tunisia,285e3,263e3,264e3,258e3,317e3,33e4,378e3,46e4,587e3,77e4,857e3,91e4,1008e3,1208e3,1466e3,1744e3,2052e3,2391e3,2786e3,3199e3,3587e3
Turkey,124e4,1441e3,1713e3,1998e3,2457e3,2744e3,2912e3,323e4,3758e3,4537e3,5189e3,5866e3,6812e3,8046e3,967e4,11709e3,14015e3,16737e3,1945e4,21986e3,23784e3
Turkmenistan,115e3,117e3,123e3,14e4,158e3,171e3,172e3,19e4,227e3,26e4,296e3,293e3,318e3,386e3,502e3,638e3,763e3,895e3,1032e3,1192e3,1393e3
Uganda,244e3,257e3,288e3,338e3,399e3,463e3,543e3,639e3,768e3,916e3,1011e3,1155e3,1301e3,1462e3,162e4,1833e3,2205e3,2812e3,3617e3,4661e3,5941e3
Ukraine,408e4,4365e3,4749e3,5587e3,6616e3,7738e3,775e4,8361e3,9537e3,9446e3,10229e3,9666e3,9496e3,9754e3,10246e3,10569e3,10511e3,10591e3,10767e3,11178e3,11472e3
United Arab Emirates,4e3,4e3,4e3,6e3,11e3,19e3,2e4,31e3,39e3,46e3,6e4,73e3,97e3,151e3,237e3,328e3,523e3,867e3,1172e3,1356e3,1449e3
United Kingdom,7855e3,8285e3,8833e3,9554e3,10467e3,11072e3,11244e3,11733e3,11912e3,12043e3,12252e3,12815e3,1404e4,148e5,15779e3,17191e3,18467e3,19208e3,19539e3,20103e3,20868e3
United States,19727e3,22442e3,24697e3,26849e3,29491e3,32444e3,35887e3,39458e3,42261e3,44006e3,4659e4,50669e3,57782e3,66743e3,77113e3,86739e3,93519e3,98391e3,10221e4,106142e3,11051e4
Uruguay,265e3,278e3,301e3,333e3,363e3,4e5,43e4,469e3,515e3,554e3,576e3,595e3,62e4,654e3,703e3,755e3,799e3,855e3,915e3,951e3,996e3
Uzbekistan,576e3,645e3,751e3,914e3,1043e3,1082e3,107e4,1164e3,1325e3,1449e3,1628e3,1629e3,1757e3,2142e3,2797e3,3578e3,4253e3,4991e3,5744e3,6671e3,7832e3
Vanuatu,2e3,2e3,2e3,2e3,3e3,5e3,5e3,6e3,8e3,8e3,9e3,11e3,12e3,17e3,2e4,25e3,31e3,38e3,45e3,54e3,66e3
Venezuela,174e3,25e4,317e3,405e3,515e3,633e3,764e3,922e3,1144e3,138e4,1644e3,2003e3,2507e3,3135e3,3845e3,4711e3,5579e3,6388e3,7322e3,8286e3,9287e3
Vietnam,1917e3,2173e3,2484e3,2911e3,3226e3,3593e3,3754e3,4176e3,4663e3,5472e3,6138e3,7116e3,7777e3,9389e3,1204e4,15502e3,19153e3,22537e3,25214e3,27206e3,29747e3
Virgin Islands (U.S.),3e3,3e3,3e3,3e3,3e3,4e3,6e3,8e3,8e3,11e3,14e3,19e3,23e3,25e3,29e3,32e3,31e3,3e4,28e3,26e3,26e3
West Bank and Gaza,74e3,71e3,68e3,63e3,57e3,61e3,74e3,96e3,11e4,146e3,152e3,169e3,194e3,232e3,296e3,385e3,484e3,609e3,746e3,901e3,1113e3
Western Sahara,0,0,1e3,2e3,3e3,3e3,7e3,8e3,8e3,1e4,12e3,16e3,21e3,33e3,5e4,68e3,93e3,12e4,15e4,18e4,204e3
"Yemen, Rep.",266e3,253e3,249e3,252e3,259e3,27e4,298e3,336e3,381e3,606e3,679e3,788e3,933e3,1145e3,1419e3,1744e3,2107e3,2581e3,3263e3,4221e3,5439e3
Zambia,102e3,111e3,128e3,152e3,179e3,216e3,255e3,3e5,349e3,406e3,477e3,549e3,631e3,706e3,779e3,841e3,916e3,1041e3,1244e3,1491e3,1826e3
Zimbabwe,147e3,172e3,198e3,226e3,254e3,291e3,342e3,402e3,475e3,554e3,638e3,703e3,732e3,823e3,876e3,88e4,873e3,965e3,1291e3,1899e3,2664e3
